"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA028 Agriculture: intensity,Code: EA028 Agriculture: intensity,Description: EA028 Agriculture: intensity,Comment: EA028 Agriculture: intensity,Subcase: EA028 Agriculture: intensity,References: EA028 Agriculture: intensity,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Focal Year: EA034 Religion: high gods,Code: EA034 Religion: high gods,Description: EA034 Religion: high gods,Comment: EA034 Religion: high gods,Subcase: EA034 Religion: high gods,References: EA034 Religion: high gods,Focal Year: EA035 Games,Code: EA035 Games,Description: EA035 Games,Comment: EA035 Games,Subcase: EA035 Games,References: EA035 Games
Ethnographic Atlas,Javanese,Ib2,xd751,Javanese (Ib2),-7.0,110.0,-7.0,110.0,java1254,Javanese,jav,Austronesian,1950,6,Intensive cultivation where it is largely dependent upon irrigation,,Town and environs of Pare; Modjokuto,Jay(1963); Grant(1964); Dewey(1962); Koentjaraningrat(1967); Kahin(1963); Geertz(1965); Geertz(1963); Geertz(1961); Geertz(1960); Koentjaraningrat(1961); Koentjaraningrat(1960); Jay(1969); ,1950,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Town and environs of Pare; Modjokuto,,1950,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Town and environs of Pare; Modjokuto,Jay(1963); Grant(1964); Dewey(1962); Koentjaraningrat(1967); Kahin(1963); Geertz(1965); Geertz(1963); Geertz(1961); Geertz(1960); Koentjaraningrat(1961); Koentjaraningrat(1960); Jay(1969); ,1950,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Town and environs of Pare; Modjokuto,Jay(1963); Grant(1964); Dewey(1962); Koentjaraningrat(1967); Kahin(1963); Geertz(1965); Geertz(1963); Geertz(1961); Geertz(1960); Koentjaraningrat(1961); Koentjaraningrat(1960); Jay(1969); 
Ethnographic Atlas,Druze,Cj8,xd594,Druze (Cj8),32.77,35.03,33.0,35.0,sunn1238,Sunni Beiruti Arabic,,Afro-Asiatic,1930,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,with special reference to those of Mount Carmel in Israel,Kasdan(1961); Kasdan(1965); ,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to those of Mount Carmel in Israel,,1930,4,"A high god present, active, and specifically supportive of human morality",,with special reference to those of Mount Carmel in Israel,Kasdan(1961); Kasdan(1965); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,with special reference to those of Mount Carmel in Israel,Kasdan(1961); Kasdan(1965); 
Ethnographic Atlas,Kalinga,Ia16,xd739,Kalinga (Ia16),18.0,121.0,18.0,121.0,lubu1243,Lubuagan Kalinga,knb,Austronesian,1910,6,Intensive cultivation where it is largely dependent upon irrigation,,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); ,1910,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the northern Kalinga,,1910,2,A high god present but otiose or not concerned with human affairs,,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); ,1910,1,No games of any of the three types,,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); 
Ethnographic Atlas,Cágaba,Sb2,xd1327,Cagaba (Sb2),11.0,-74.0,11.0,-74.0,cogu1240,Cogui,kog,Chibchan,1940,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Reichel-Dolmatoff(1949-51); Park(1946); ,1940,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,1940,2,A high god present but otiose or not concerned with human affairs,,,Reichel-Dolmatoff(1949-51); Park(1946); ,1940,1,No games of any of the three types,,,Reichel-Dolmatoff(1949-51); Park(1946); 
Ethnographic Atlas,Aleut,Na9,xd1067,Aleut (Na9),53.86,-166.79,54.0,-167.0,east2533,Eastern Aleut,,Eskimo-Aleut,1830,1,Complete absence of agriculture,,Unalaska Branch (Eastern Aleut),Sauer(1802); Sarychev(1806); Elliott(1886); Lantis(1970); Jochelson(1925); Veniaminov(1840); Golder(1922-25); Coxe(1804); Cook(1785); Langsdorff(1817); Bank(1953); ,1830,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Unalaska Branch (Eastern Aleut),,1830,2,A high god present but otiose or not concerned with human affairs,,Unalaska Branch (Eastern Aleut),Sauer(1802); Sarychev(1806); Elliott(1886); Lantis(1970); Jochelson(1925); Veniaminov(1840); Golder(1922-25); Coxe(1804); Cook(1785); Langsdorff(1817); Bank(1953); ,1830,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",But chess was introduced by Russian traders,Unalaska Branch (Eastern Aleut),Sauer(1802); Sarychev(1806); Elliott(1886); Lantis(1970); Jochelson(1925); Veniaminov(1840); Golder(1922-25); Coxe(1804); Cook(1785); Langsdorff(1817); Bank(1953); 
Ethnographic Atlas,Haitians,Sb9,xd1334,Haitians (Sb9),18.41,-72.17,18.0,-72.0,hait1244,Haitian,hat,Indo-European,1930,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,,Underwood(1960); Underwood and Honigmann(1947); Simpson(1943); Simpson(1940a); Romain(1955); Herskovits(1937b); Bastien(1951); Mintz(1963); Métraux(1959); Métraux(1960); Leyburn(1941); Rawson(nd); Courlander(1960); ,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,1930,4,"A high god present, active, and specifically supportive of human morality",,,Underwood(1960); Underwood and Honigmann(1947); Simpson(1943); Simpson(1940a); Romain(1955); Herskovits(1937b); Bastien(1951); Mintz(1963); Métraux(1959); Métraux(1960); Leyburn(1941); Rawson(nd); Courlander(1960); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Underwood(1960); Underwood and Honigmann(1947); Simpson(1943); Simpson(1940a); Romain(1955); Herskovits(1937b); Bastien(1951); Mintz(1963); Métraux(1959); Métraux(1960); Leyburn(1941); Rawson(nd); Courlander(1960); 
Ethnographic Atlas,Tenino,Nd1,xd1141,Tenino (Nd1),45.0,-121.0,45.0,-121.0,teni1238,Tenino,tqn,Sahaptian,1850,1,Complete absence of agriculture,,,Ray(1942); Murdock(1958); ,1850,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1850,4,"A high god present, active, and specifically supportive of human morality",In the prevailing Prophet Dance cult,,Ray(1942); Murdock(1958); ,1850,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Ray(1942); Murdock(1958); 
Ethnographic Atlas,Bororo,Si1,xd1397,Bororo (Si1),-16.0,-55.0,-16.0,-55.0,boro1282,Bororo,bor,Bororoan,1920,1,Complete absence of agriculture,,Kejara,Lévi-Strauss(1936); Oberg(1953a); Fric and Radin(1906); Steinen(1894); ,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Kejara,,1920,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Kejara,Lévi-Strauss(1936); Oberg(1953a); Fric and Radin(1906); Steinen(1894); ,1920,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Kejara,Lévi-Strauss(1936); Oberg(1953a); Fric and Radin(1906); Steinen(1894); 
Ethnographic Atlas,Sami,Cg4,xd544,Lapps (Cg4),68.0,22.0,68.0,22.0,lule1254,Lule Sami,smj,Uralic,1950,1,Complete absence of agriculture,,Konkama District,Karsten(1955); Collinder(1949); Pehrson(1957); Pehrson(1954); Pehrson(1951); Whitaker(1955); Bernatzik(1938); Haglund(1935); Minn(1955); Manker(1953); ,1950,1,"Trance behavior is known to occur, but there is no belief in possession.",,Konkama District,,1950,4,"A high god present, active, and specifically supportive of human morality",,Konkama District,Karsten(1955); Collinder(1949); Pehrson(1957); Pehrson(1954); Pehrson(1951); Whitaker(1955); Bernatzik(1938); Haglund(1935); Minn(1955); Manker(1953); ,1950,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Konkama District,Karsten(1955); Collinder(1949); Pehrson(1957); Pehrson(1954); Pehrson(1951); Whitaker(1955); Bernatzik(1938); Haglund(1935); Minn(1955); Manker(1953); 
Ethnographic Atlas,Lau,Ih4,xd870,Lau (Ih4),-17.74,-179.31,-18.0,179.0,laua1243,Lauan,llx,Austronesian,1920,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,Lau Island,Geddes(1946); Thompson(1940b); Thompson(1940a); Hocart(1929); Quain(1948); ,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Lau Island,,1920,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Lau Island,Geddes(1946); Thompson(1940b); Thompson(1940a); Hocart(1929); Quain(1948); ,1920,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Lau Island,Geddes(1946); Thompson(1940b); Thompson(1940a); Hocart(1929); Quain(1948); 
Ethnographic Atlas,Coast Yuki,Nc15,xd1113,Coast Yuki (Nc15),39.34,-123.77,39.0,-124.0,yuki1243,Yuki,yuk,Yuki-Wappo,1860,1,Complete absence of agriculture,,,Gifford(1939); Driver(1939); ,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1860,2,A high god present but otiose or not concerned with human affairs,,,Gifford(1939); Driver(1939); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Gifford(1939); Driver(1939); 
Ethnographic Atlas,Cowichan,Nb26,xd1086,Cowichan (Nb26),49.01,-122.73,49.0,-123.0,cowi1241,Cowichan,,Salishan,1880,1,Complete absence of agriculture,,,Barnett(1955); Lane(1963a); Barnett(1939); Barnett(1938); ,1880,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,1880,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Barnett(1955); Lane(1963a); Barnett(1939); Barnett(1938); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Barnett(1955); Lane(1963a); Barnett(1939); Barnett(1938); 
Ethnographic Atlas,Karen,Ei7,xd713,Karen (Ei7),17.12,97.19,17.0,97.0,pwow1235,Pwo Western Karen,pwo,Sino-Tibetan,1910,6,Intensive cultivation where it is largely dependent upon irrigation,,,McMahon(1876); Marshall(1922); ,1910,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1910,2,A high god present but otiose or not concerned with human affairs,,,McMahon(1876); Marshall(1922); ,1910,1,No games of any of the three types,,,McMahon(1876); Marshall(1922); 
Ethnographic Atlas,Shawnee,Nf13,xd1233,Shawnee (Nf13),37.0,-85.0,37.0,-85.0,shaw1249,Shawnee,sjw,Algic,1820,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,with special reference to the Kiskopotha band,Trowbridge(1939); ,1820,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Kiskopotha band,,1820,4,"A high god present, active, and specifically supportive of human morality",,with special reference to the Kiskopotha band,Trowbridge(1939); ,1820,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,with special reference to the Kiskopotha band,Trowbridge(1939); 
Ethnographic Atlas,Gros Ventre,Ne1,xd1208,Gros Ventre (Ne1),48.78,-108.98,49.0,-109.0,gros1243,Gros Ventre,ats,Algic,1880,1,Complete absence of agriculture,,Gros Ventre Tribe,Kroeber(1908); Flannery(1953); Cooper(1956); ,1880,1,"Trance behavior is known to occur, but there is no belief in possession.",,Gros Ventre Tribe,,1880,4,"A high god present, active, and specifically supportive of human morality",,Gros Ventre Tribe,Kroeber(1908); Flannery(1953); Cooper(1956); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Gros Ventre Tribe,Kroeber(1908); Flannery(1953); Cooper(1956); 
Ethnographic Atlas,Kurtatchi,Ig3,xd855,Kurtatchi (Ig3),-5.6,154.91,-5.0,154.0,tinp1237,Tinputz,tpz,Austronesian,1930,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Blackwood(1935); ,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Blackwood(1935); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Blackwood(1935); 
Ethnographic Atlas,Futunans,Ii8,xd887,Futunans (Ii8),-14.31,-178.11,-14.0,-178.0,east2447,East Futuna,fud,Austronesian,1840,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Burrows(1936); ,1840,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,1840,1,A high god absent or not reported in substantial descriptions of religious beliefs,"But 'active, supporting morality' (code ""4"") today",,Burrows(1936); ,1840,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Burrows(1936); 
Ethnographic Atlas,Pawnee,Nf6,xd1240,Pawnee (Nf6),42.0,-100.0,42.0,-100.0,pawn1254,Pawnee,paw,Caddoan,1867,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Skidi Band or subtribe,Weltfish(1965); Dorsey(1904b); Lounsbury(1956); Dorsey and Murie(1940); ,1867,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Skidi Band or subtribe,,1867,2,A high god present but otiose or not concerned with human affairs,,Skidi Band or subtribe,Weltfish(1965); Dorsey(1904b); Lounsbury(1956); Dorsey and Murie(1940); ,1867,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Skidi Band or subtribe,Weltfish(1965); Dorsey(1904b); Lounsbury(1956); Dorsey and Murie(1940); 
